bank_id,legal_name,web_address,total_assets_thousands,total_deposits_thousands,net_income_thousands,hq_city,hq_state,total_branches,thalux_asset_tier,extracted_at
10597,TBO Bank,www.tbobank.com,246896,218258,342,Orrick,Missouri,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
1060,Wood & Huston Bank,www.woodhuston.com,1217421,1082491,6302,Marshall,Missouri,12,Tier 2: Regional Bank,2026-06-26T14:42:54Z
10608,UNICO Bank,www.unicobank.com,497269,449846,1420,Mineral Point,Missouri,15,Tier 1: Community Bank,2026-06-26T14:42:54Z
10618,BTC Bank,btcbank.bank,1618873,1225471,4881,Bethany,Missouri,30,Tier 2: Regional Bank,2026-06-26T14:42:54Z
10619,Hawthorn Bank,WWW.HAWTHORNBANK.COM,1842799,1546733,6479,Jefferson City,Missouri,19,Tier 2: Regional Bank,2026-06-26T14:42:54Z
10623,State Bank of Missouri,http://www.gostatebank.com,139381,127587,467,Concordia,Missouri,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
10628,Preferred Bank,mypfbank.com,138119,128904,417,Rothville,Missouri,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
10634,Pinnacle Bank,www.pinnbank.com,9115395,8132496,32513,Lincoln,Nebraska,72,Tier 2: Regional Bank,2026-06-26T14:42:54Z
10635,The Bank of Steinauer,www.bankofsteinauer.com,25387,23499,52,Steinauer,Nebraska,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
10637,First Central Bank,http://www.firstcentral.com,137631,115951,449,Cambridge,Nebraska,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10639,Flatwater Bank,www.flatwater.bank,346649,310923,902,Gothenburg,Nebraska,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10641,Riverstone Bank,WWW.BANKRIVSERSTONE.COM,586729,486369,2775,Eagle,Nebraska,9,Tier 1: Community Bank,2026-06-26T14:42:54Z
10643,Dundee Bank,www.dundeebank.com,922392,819783,4759,Omaha,Nebraska,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
10647,American Exchange Bank,www.aebank.com,74745,67197,403,Elmwood,Nebraska,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
10663,The Andover Bank,www.andover.bank,602083,562715,954,Andover,Ohio,10,Tier 1: Community Bank,2026-06-26T14:42:54Z
10667,Mabrey Bank,www.mabreybank.com,1994473,1684618,6044,Bixby,Oklahoma,16,Tier 2: Regional Bank,2026-06-26T14:42:54Z
10672,The Exchange Bank,www.exb-ok.com,155435,139930,431,Skiatook,Oklahoma,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10674,Bank of Hydro,http://www.bankofhydro.com,181469,157997,1194,Hydro,Oklahoma,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
10677,"Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",www.jbt.bank,1004066,846111,3241,Jonestown,Pennsylvania,14,Tier 2: Regional Bank,2026-06-26T14:42:54Z
1068,Cass Commercial Bank,www.cassbank.com,1328042,1111975,7624,Des Peres,Missouri,3,Tier 2: Regional Bank,2026-06-26T14:42:54Z
10685,Central Penn Bank & Trust,www.centralpennbank.com,1259608,1115949,5006,Mifflinburg,Pennsylvania,14,Tier 2: Regional Bank,2026-06-26T14:42:54Z
10704,Avana Bank,www.avana.bank,39236,30217,-33,Abilene,Texas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10709,Crossroads Bank,www.crbanktx.com,381174,347118,2354,Yoakum,Texas,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
10719,Peoples State Bank of Hallettsville,www.psbhallettsville.com,407529,372793,951,Hallettsville,Texas,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
1073,Lindell Bank & Trust Company,www.lindellbank.com,944969,700767,7122,St. Louis,Missouri,15,Tier 1: Community Bank,2026-06-26T14:42:54Z
10741,Independence State Bank,www.independencestatebank.com,85884,73564,243,Independence,Wisconsin,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10788,Illini State Bank,http://www.illinistatebank.com,171415,123845,478,Oglesby,Illinois,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10791,Community Bank,www.cbcommunitybank.com,304070,201108,1181,Winslow,Illinois,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
10799,First State Bank of Campbell Hill,www.fsbch.com,161022,138126,613,Campbell Hill,Illinois,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10803,Dewey Bank,www.deweybank.com,30279,26341,123,Dewey,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
10804,Du Quoin State Bank,www.duquoinstatebank.com,143158,133100,341,Du Quoin,Illinois,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
10809,First State Bank of Van Orin,http://vanorinbank.com,40900,36266,56,Van Orin,Illinois,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
10816,Grand Rivers Community Bank,www.grandriverscommunitybank.com,15141,13477,-132,Grand Chain,Illinois,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
10820,State Bank of Industry,www.statebankofindustry.com,67060,58363,209,Industry,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
10821,Clay County State Bank,www.claycobank.com,106654,94176,356,Louisville,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
10829,"Petefish, Skiles & Co.",https://www.petefishskiles.com,502539,445680,1941,Virginia,Illinois,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
10831,"The First Trust and Savings Bank of Watseka, Illinois",www.ftsbank.com,333386,282278,1382,Watseka,Illinois,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
10840,Campus State Bank,www.campustatebank.com,25498,22362,139,Campus,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
10843,Citizens Bank of Chatsworth,www.bankatcbc.com,38414,33837,-68,Chatsworth,Illinois,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
10844,Buena Vista National Bank,www.bvnb.com,336492,287249,1247,Chester,Illinois,8,Tier 1: Community Bank,2026-06-26T14:42:54Z
10845,The Clay City Banking Co.,www.claycitybanking.bank,256234,231306,902,Clay City,Illinois,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
10849,Tompkins State Bank,www.tompkinsstatebank.com,304921,275581,787,Avon,Illinois,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
10853,West Central Bank,www.westcentralbank.com,237943,212607,977,Ashland,Illinois,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
10855,State Bank of Bement,www.bankbement.com,185141,165833,335,Bement,Illinois,4,Tier 1: Community Bank,2026-06-26T14:42:54Z
10858,Anderson State Bank,www.andersonstatebank.com,107366,89135,401,Oneida,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
1086,The Bank of Versailles,bankov.com,350144,257764,1468,Versailles,Missouri,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
10860,Murphy-Wall State Bank and Trust Company,www.murphywall.com,207717,186739,499,Pinckneyville,Illinois,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
10871,First State Bank of Beecher City,www.fsbbc.com,113469,95725,719,Beecher City,Illinois,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
10878,Waterman Bank,www.watermanbank.com,172363,143255,223,Waterman,Illinois,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10883,Eagle Valley Bank,www.eaglevalley.bank,229730,203634,899,Griggsville,Illinois,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
10886,Legence Bank,www.legencebank.com,648266,581164,2747,Eldorado,Illinois,11,Tier 1: Community Bank,2026-06-26T14:42:54Z
109,Horatio State Bank,www.horatiostatebank.com,311768,276749,765,Horatio,Arkansas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
1090,Upper Peninsula State Bank,http://www.upstatebank.net,370983,298477,1175,Escanaba,Michigan,5,Tier 1: Community Bank,2026-06-26T14:42:54Z
10903,Central State Bank,www.centralstatebankia.com,562158,470550,1251,State Center,Iowa,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10906,The Baldwin State Bank,https://www.baldwinstatebank.com,107678,95051,202,Baldwin City,Kansas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
10907,Guaranty State Bank and Trust Company,www.guarantystate.com,386468,333348,1247,Beloit,Kansas,9,Tier 1: Community Bank,2026-06-26T14:42:54Z
10918,Grant County Bank,www.gcbks.bank,306274,260771,1505,Ulysses,Kansas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
10919,The State Bank of Bern,Statebankofbern.com,126405,105504,500,Bern,Kansas,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
1092,Baybank,http://baybank.us,175122,147582,607,Gladstone,Michigan,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10920,The Fidelity State Bank and Trust Company,www.fidelitybankdc.com,199575,152144,1241,Dodge City,Kansas,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10928,The Miners State Bank,www.theminersstatebank.com,141345,124250,423,Iron River,Michigan,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
1095,Central Savings Bank,www.centralsavingsbank.com,488233,431104,2754,Sault Sainte Marie,Michigan,9,Tier 1: Community Bank,2026-06-26T14:42:54Z
10956,Northview Bank,http://www.northviewbank.com,477816,402092,1700,Sandstone,Minnesota,12,Tier 1: Community Bank,2026-06-26T14:42:54Z
10958,United Prairie Bank,www.unitedprairiebank.com,974587,838301,3267,Mountain Lake,Minnesota,10,Tier 1: Community Bank,2026-06-26T14:42:54Z
10960,Janesville State Bank,http://www.janesvillestatebank.com,94511,79496,379,Janesville,Minnesota,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
10962,Grand Rapids State Bank,http://www.grsb.bank,257125,231643,1163,Grand Rapids,Minnesota,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
10965,Lake Region Bank,www.lakeregion.com,151299,138600,619,New London,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10967,"F & M Community Bank, National Association",www.fmcommunity.com,209906,179838,463,Preston,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10969,Randall State Bank,www.randallstatebank.com,74838,62162,329,Randall,Minnesota,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
10971,Prime Security Bank,www.primesecurity.com,148610,125072,536,Karlstad,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10973,Alliance Bank,www.alliancebanks.com,767465,668623,2092,Lake City,Minnesota,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
10976,Center National Bank,www.centernationalbank.com,232611,205778,770,Litchfield,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
1098,Root River State Bank,www.rootriverstatebank.com,88016,81621,0,Chatfield,Minnesota,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
10980,ESB Bank,https://www.esbbanking.com,198105,168640,751,Caledonia,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10982,Security State Bank of Oklee,www.ssboklee.com,47585,39880,232,Oklee,Minnesota,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
10984,Security Bank Minnesota,http://www.securitybankmn.com,152208,128534,427,Albert Lea,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10988,Stearns Bank National Association,www.stearnsbank.com,3296457,2518510,17429,Saint Cloud,Minnesota,7,Tier 2: Regional Bank,2026-06-26T14:42:54Z
10989,Lake Central Bank,www.lakecentral.bank,282475,250114,1704,Annandale,Minnesota,3,Tier 1: Community Bank,2026-06-26T14:42:54Z
10991,First State Bank of Bigfork,www.fsbbigfork.com,118152,102186,354,Bigfork,Minnesota,2,Tier 1: Community Bank,2026-06-26T14:42:54Z
10993,Bonanza Valley State Bank,www.bvsb.bank,74595,59636,214,Brooten,Minnesota,1,Tier 1: Community Bank,2026-06-26T14:42:54Z
10998,FM Bank,mybankfm.com,702579,626610,2523,Waseca,Minnesota,6,Tier 1: Community Bank,2026-06-26T14:42:54Z
